title,price,rating,url
"X spring Drawstring Backpack, Dry Wet Separation Storage Bag Backpack, Gym Drawstring Backpack with Shoe Compartment and Ball Compartment, Soccer Bag Sports Football Backpack for Women Men",50,3.1 out of 5 stars,https://www.amazon.ae/spring-Drawstring-Backpack-Separation-Compartment/dp/B0CFJY816V/ref=sr_1_296?dib=eyJ2IjoiMSJ9.9bRbfS9QDBn0kXbhlHnJzD0XXYuxK0M_5hO-I2Nxgnsi8YtRh-Yw6TkhVN1kc1adZiDQOdw7fbTbYQwksi4dgbgiGbPh9TEih17cR9TuuQw.LX5F2q5b0y1eZtMmfKuk9aAc4Pfw8c4IeFWtOsdXGZU&dib_tag=se&keywords=football&qid=1725867803&sr=8-296
Senston Football Ball Waterproof Sports Training Ball Leisure Balls for Footballs Size 4 / Size 5,53,4.3 out of 5 stars,https://www.amazon.ae/Senston-Training-Official-Football-Pump-white/dp/B087BRMJTV/ref=sxin_14_pa_sp_search_thematic_sspa?content-id=amzn1.sym.e3de1f5a-6483-4950-b5f5-28219e376d3a%3Aamzn1.sym.e3de1f5a-6483-4950-b5f5-28219e376d3a&cv_ct_cx=football&dib=eyJ2IjoiMSJ9.wl47M2z5rJayjnQRPJ3lka1_q-Yx4gLbtEkgN59RZAU7gpYRAxlq055hIF7DEQrlSlWDwChAdDHA2OtpMxd9og.0kq7DYTIk8PMlM99mSSsKdyZ9m3gGSz5i_isSv1-i9k&dib_tag=se&keywords=football&pd_rd_i=B087BRMJTV&pd_rd_r=853a1020-c0f1-48bc-ae32-3f44482d1f87&pd_rd_w=rcuJO&pd_rd_wg=I6FzE&pf_rd_p=e3de1f5a-6483-4950-b5f5-28219e376d3a&pf_rd_r=9Q4Y5S5C9NCPFCZ6GNBG&qid=1725867789&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2-b719649d-d3c2-4d8d-8b9d-5c68099681a3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1
"AEROCS Soccer Ball World Cup Football Size 5, Machine Stitched, Best Indoor/Outdoor Football, for Soccer Players and Football Fans",53,4.1 out of 5 stars,https://www.amazon.ae/AEROCS-Football-Machine-Stitched-Outdoor/dp/B0BNJQWB9N/ref=sxin_14_pa_sp_search_thematic_sspa?content-id=amzn1.sym.e3de1f5a-6483-4950-b5f5-28219e376d3a%3Aamzn1.sym.e3de1f5a-6483-4950-b5f5-28219e376d3a&cv_ct_cx=football&dib=eyJ2IjoiMSJ9.wl47M2z5rJayjnQRPJ3lka1_q-Yx4gLbtEkgN59RZAU7gpYRAxlq055hIF7DEQrlSlWDwChAdDHA2OtpMxd9og.0kq7DYTIk8PMlM99mSSsKdyZ9m3gGSz5i_isSv1-i9k&dib_tag=se&keywords=football&pd_rd_i=B0BNJQWB9N&pd_rd_r=853a1020-c0f1-48bc-ae32-3f44482d1f87&pd_rd_w=rcuJO&pd_rd_wg=I6FzE&pf_rd_p=e3de1f5a-6483-4950-b5f5-28219e376d3a&pf_rd_r=9Q4Y5S5C9NCPFCZ6GNBG&qid=1725867789&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-b719649d-d3c2-4d8d-8b9d-5c68099681a3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1
"Football Kick Trainer, Volleyball Training Equipment, Kick Throw Trainer with Belt and Elastic Rope, Universal Football Solo Trainer, Football Training Aid for Beginners, Professional Athletes",43,4.5 out of 5 stars,https://www.amazon.ae/Volleyball-Equipment-Universal-Beginners-Professional/dp/B0BYFRV17T/ref=sxin_14_pa_sp_search_thematic_sspa?content-id=amzn1.sym.e3de1f5a-6483-4950-b5f5-28219e376d3a%3Aamzn1.sym.e3de1f5a-6483-4950-b5f5-28219e376d3a&cv_ct_cx=football&dib=eyJ2IjoiMSJ9.wl47M2z5rJayjnQRPJ3lka1_q-Yx4gLbtEkgN59RZAU7gpYRAxlq055hIF7DEQrlSlWDwChAdDHA2OtpMxd9og.0kq7DYTIk8PMlM99mSSsKdyZ9m3gGSz5i_isSv1-i9k&dib_tag=se&keywords=football&pd_rd_i=B0BYFRV17T&pd_rd_r=853a1020-c0f1-48bc-ae32-3f44482d1f87&pd_rd_w=rcuJO&pd_rd_wg=I6FzE&pf_rd_p=e3de1f5a-6483-4950-b5f5-28219e376d3a&pf_rd_r=9Q4Y5S5C9NCPFCZ6GNBG&qid=1725867789&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-4-b719649d-d3c2-4d8d-8b9d-5c68099681a3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1
"AEROCS Soccer Ball World Cup Football Size 4 - Machine Stitched, Best Indoor/Outdoor Football, for Soccer Players and Football Fans (Size 4)",49,4.7 out of 5 stars,https://www.amazon.ae/AEROCS-Soccer-Ball-World-Football/dp/B0C1TQSL4W/ref=sxin_14_pa_sp_search_thematic_sspa?content-id=amzn1.sym.e3de1f5a-6483-4950-b5f5-28219e376d3a%3Aamzn1.sym.e3de1f5a-6483-4950-b5f5-28219e376d3a&cv_ct_cx=football&dib=eyJ2IjoiMSJ9.wl47M2z5rJayjnQRPJ3lka1_q-Yx4gLbtEkgN59RZAU7gpYRAxlq055hIF7DEQrlSlWDwChAdDHA2OtpMxd9og.0kq7DYTIk8PMlM99mSSsKdyZ9m3gGSz5i_isSv1-i9k&dib_tag=se&keywords=football&pd_rd_i=B0C1TQSL4W&pd_rd_r=853a1020-c0f1-48bc-ae32-3f44482d1f87&pd_rd_w=rcuJO&pd_rd_wg=I6FzE&pf_rd_p=e3de1f5a-6483-4950-b5f5-28219e376d3a&pf_rd_r=9Q4Y5S5C9NCPFCZ6GNBG&qid=1725867789&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-3-b719649d-d3c2-4d8d-8b9d-5c68099681a3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1
"Football Kick Trainer, Football Training Equipment Soccer Training Aid Football Skills Improvement Solo Practice for Kids & Adults Hands Free Universal Fits All Size Footballs",47,4.1 out of 5 stars,https://www.amazon.ae/KASTWAVE-Equipment-Improvement-Universal-Footballs/dp/B0BY19Q1X5/ref=sxin_14_pa_sp_search_thematic_sspa?content-id=amzn1.sym.e3de1f5a-6483-4950-b5f5-28219e376d3a%3Aamzn1.sym.e3de1f5a-6483-4950-b5f5-28219e376d3a&cv_ct_cx=football&dib=eyJ2IjoiMSJ9.wl47M2z5rJayjnQRPJ3lka1_q-Yx4gLbtEkgN59RZAU7gpYRAxlq055hIF7DEQrlSlWDwChAdDHA2OtpMxd9og.0kq7DYTIk8PMlM99mSSsKdyZ9m3gGSz5i_isSv1-i9k&dib_tag=se&keywords=football&pd_rd_i=B0BY19Q1X5&pd_rd_r=853a1020-c0f1-48bc-ae32-3f44482d1f87&pd_rd_w=rcuJO&pd_rd_wg=I6FzE&pf_rd_p=e3de1f5a-6483-4950-b5f5-28219e376d3a&pf_rd_r=9Q4Y5S5C9NCPFCZ6GNBG&qid=1725867789&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-5-b719649d-d3c2-4d8d-8b9d-5c68099681a3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1
6 Pack Wrist Sweatbands Tennis Wrist Bands Absorbent Sweatbands for Football Basketball Running Athletic Sports and Working Out,34,4.4 out of 5 stars,https://www.amazon.ae/WILLBOND-Sweatbands-Wristbands-Football-Basketball/dp/B07QGN7TS1/ref=sr_1_294?dib=eyJ2IjoiMSJ9.9bRbfS9QDBn0kXbhlHnJzD0XXYuxK0M_5hO-I2Nxgnsi8YtRh-Yw6TkhVN1kc1adZiDQOdw7fbTbYQwksi4dgbgiGbPh9TEih17cR9TuuQw.LX5F2q5b0y1eZtMmfKuk9aAc4Pfw8c4IeFWtOsdXGZU&dib_tag=se&keywords=football&qid=1725867803&sr=8-294
Hawkwell Men's Outdoor Soccer Cleats Comfortable Football Shoes,69,3.8 out of 5 stars,https://www.amazon.ae/Hawkwell-Outdoor-Soccer-Comfortable-Football/dp/B0BTV4GVRQ/ref=sr_1_293?dib=eyJ2IjoiMSJ9.9bRbfS9QDBn0kXbhlHnJzD0XXYuxK0M_5hO-I2Nxgnsi8YtRh-Yw6TkhVN1kc1adZiDQOdw7fbTbYQwksi4dgbgiGbPh9TEih17cR9TuuQw.LX5F2q5b0y1eZtMmfKuk9aAc4Pfw8c4IeFWtOsdXGZU&dib_tag=se&keywords=football&qid=1725867803&sr=8-293
adidas Unisex ADI 23 SOCK WHITE/BLACK IB7796 FOOTBALL/SOCCER SOCKS for Unisex KNEE SOCKS,36,4.4 out of 5 stars,https://www.amazon.ae/Adidas-FOOTBALL-SOCCER-IB7796-Unisex/dp/B0B42GVXYV/ref=sr_1_250?dib=eyJ2IjoiMSJ9.D1fqym6Ssqj8Uo_4Pn-qoLZpnurev57pmr1Ll7abbfCdJkL6_ldVDMM4G8L5LvN_rPA3o6qFSbFzSZ4-OZEdX8MzPmpfqUz6ryhqMjMxkPQ.4h7lVKRmrf-9HU493Raixg3s1xeGKskEJ_50xxC9ddk&dib_tag=se&keywords=football&qid=1725867801&sr=8-250
"VVPONMEIQS Football Shoes Sneakers Teenager Kids,Football Boots Men's/Women's Boys Girls,Soccer Athletics Training Shoes,Non-Slip Water Proof Football Trainers Sport For Unisex-Adult,6 Color",90,4.2 out of 5 stars,https://www.amazon.ae/VVPONMEIQS-Football-Sneakers-Athletics-Unisex-Adult/dp/B0BNVM79D1/ref=sr_1_249?dib=eyJ2IjoiMSJ9.D1fqym6Ssqj8Uo_4Pn-qoLZpnurev57pmr1Ll7abbfCdJkL6_ldVDMM4G8L5LvN_rPA3o6qFSbFzSZ4-OZEdX8MzPmpfqUz6ryhqMjMxkPQ.4h7lVKRmrf-9HU493Raixg3s1xeGKskEJ_50xxC9ddk&dib_tag=se&keywords=football&qid=1725867801&sr=8-249
ZMYC Men Soccer Shoes Professional Competition Football Boots Training Boy's Outdoor Non-Slip Sneakers For Kids Lightweight Teenagers Adults,385,3.7 out of 5 stars,https://www.amazon.ae/ZMYC-Professional-Competition-Lightweight-Teenagers/dp/B08F2TD6FG/ref=sr_1_248?dib=eyJ2IjoiMSJ9.D1fqym6Ssqj8Uo_4Pn-qoLZpnurev57pmr1Ll7abbfCdJkL6_ldVDMM4G8L5LvN_rPA3o6qFSbFzSZ4-OZEdX8MzPmpfqUz6ryhqMjMxkPQ.4h7lVKRmrf-9HU493Raixg3s1xeGKskEJ_50xxC9ddk&dib_tag=se&keywords=football&qid=1725867801&sr=8-248
"Capelli Sport PAW Patrol Soccer Ball, Youth Kids Indoor Outdoor Soccer Ball for Boys and Girls, Size 3 and Size 5",83,4.4 out of 5 stars,https://www.amazon.ae/Capelli-Sport-Marshall-Officially-Licensed/dp/B0BHTQLTML/ref=sr_1_247?dib=eyJ2IjoiMSJ9.D1fqym6Ssqj8Uo_4Pn-qoLZpnurev57pmr1Ll7abbfCdJkL6_ldVDMM4G8L5LvN_rPA3o6qFSbFzSZ4-OZEdX8MzPmpfqUz6ryhqMjMxkPQ.4h7lVKRmrf-9HU493Raixg3s1xeGKskEJ_50xxC9ddk&dib_tag=se&keywords=football&qid=1725867801&sr=8-247
"Yibak URMI Football Kick Trainer, Soccer Training Aid football Skills Improvement Practice for Kids Adults Hands Free Solo Practice Training Equipment Aid With Belt Elastic Size Fits 3 4 5 Footballs",79,4.2 out of 5 stars,https://www.amazon.ae/Yibak-Football-Improvement-Equipment-Footballs/dp/B07VRL881T/ref=sr_1_246?dib=eyJ2IjoiMSJ9.D1fqym6Ssqj8Uo_4Pn-qoLZpnurev57pmr1Ll7abbfCdJkL6_ldVDMM4G8L5LvN_rPA3o6qFSbFzSZ4-OZEdX8MzPmpfqUz6ryhqMjMxkPQ.4h7lVKRmrf-9HU493Raixg3s1xeGKskEJ_50xxC9ddk&dib_tag=se&keywords=football&qid=1725867801&sr=8-246
"NIKE Pl Nk Academy - Fa23, Unisex Soccer Ball",108,4.5 out of 5 stars,https://www.amazon.ae/Premier-League-Academy-Football-Orange/dp/B0CFYKJJKN/ref=sr_1_245?dib=eyJ2IjoiMSJ9.D1fqym6Ssqj8Uo_4Pn-qoLZpnurev57pmr1Ll7abbfCdJkL6_ldVDMM4G8L5LvN_rPA3o6qFSbFzSZ4-OZEdX8MzPmpfqUz6ryhqMjMxkPQ.4h7lVKRmrf-9HU493Raixg3s1xeGKskEJ_50xxC9ddk&dib_tag=se&keywords=football&qid=1725867801&sr=8-245
LNYSOTX Shoe Charms for Crocs 50 Pcs World Cup Messi Ronaldo Soccer Random Charms for Croc Pins for Men Women Kids Girl Teenagers Nurse Buckle Birthday Gifts(50Pcs),36,4.8 out of 5 stars,https://www.amazon.ae/LNYSOTX-Charms-Ronaldo-Teenagers-Birthday/dp/B0CM62Z58Y/ref=sr_1_291_sspa?dib=eyJ2IjoiMSJ9.9bRbfS9QDBn0kXbhlHnJzD0XXYuxK0M_5hO-I2Nxgnsi8YtRh-Yw6TkhVN1kc1adZiDQOdw7fbTbYQwksi4dgbgiGbPh9TEih17cR9TuuQw.LX5F2q5b0y1eZtMmfKuk9aAc4Pfw8c4IeFWtOsdXGZU&dib_tag=se&keywords=football&qid=1725867803&sr=8-291-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1
ORCHID M® 12 Pieces Soccer Party Favor Bags Soccer Goodie Bags Soccer Print Treat Bags Soccer Themed Birthday Party Supplies for Soccer Party Favors Decor for Soccer Party Girls Kids,26,5.0 out of 5 stars,https://www.amazon.ae/ORCHID-Pieces-Soccer-Birthday-Supplies/dp/B0CRYL39P2/ref=sr_1_290_sspa?dib=eyJ2IjoiMSJ9.9bRbfS9QDBn0kXbhlHnJzD0XXYuxK0M_5hO-I2Nxgnsi8YtRh-Yw6TkhVN1kc1adZiDQOdw7fbTbYQwksi4dgbgiGbPh9TEih17cR9TuuQw.LX5F2q5b0y1eZtMmfKuk9aAc4Pfw8c4IeFWtOsdXGZU&dib_tag=se&keywords=football&qid=1725867803&sr=8-290-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1
"Football Bouncer Football Kickback Rebounder Adjustable Angles Training Equipment, Removable Football Goal",136,3.8 out of 5 stars,https://www.amazon.ae/HONELEVO-Rebounder-Adjustable-Equipment-Removable/dp/B09JCJTKK5/ref=sr_1_289_sspa?dib=eyJ2IjoiMSJ9.9bRbfS9QDBn0kXbhlHnJzD0XXYuxK0M_5hO-I2Nxgnsi8YtRh-Yw6TkhVN1kc1adZiDQOdw7fbTbYQwksi4dgbgiGbPh9TEih17cR9TuuQw.LX5F2q5b0y1eZtMmfKuk9aAc4Pfw8c4IeFWtOsdXGZU&dib_tag=se&keywords=football&qid=1725867803&sr=8-289-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1
"NIKE Pl Nk Academy - Fa23, Unisex Soccer Ball",108,4.5 out of 5 stars,https://www.amazon.ae/Premier-League-Academy-Football-Orange/dp/B0CFYKJJKN/ref=sr_1_248?dib=eyJ2IjoiMSJ9.ysyol6bFhpnNqY9-MBVfviERJ2BldppoTwjuyisir7G3RbVtVt_Rta1096b4wQzA5FFItMHr7x_4aeWK-uhhEnBHttYtA2sGk7TXEqSsAnIf9r64PU9CzaM3rdawV-eXRgHgBXGU7z_y2ype6Bm7d_pDcSQHdpUt7q2-5FvkpO7PrjV6L9IDmLWqYepMejioRCcRxSEVUJGeFq623JolD9cItVVd1bFcqizmE1_CLdLEvrschO3dQiZCHDexvcsBnNQqDjoS8GDH4Vg0FjgiMhm_0V2moNFyI0kZcZEgrv4.BA2kJxTS4EB4rr7evoPTRRepg1VGM0MuBVCZkgfM5qI&dib_tag=se&keywords=football&qid=1725867799&sr=8-248
Boys Soccer Cleats Athletic Outdoor Indoor Football Shoes Adult Football Trainning Shoes Men Athletic Turf Shoes,385,5.0 out of 5 stars,https://www.amazon.ae/TAPIT-Boys-Soccer-Cleats-Trainning/dp/B0D2VP2LT7/ref=sr_1_247?dib=eyJ2IjoiMSJ9.ysyol6bFhpnNqY9-MBVfviERJ2BldppoTwjuyisir7G3RbVtVt_Rta1096b4wQzA5FFItMHr7x_4aeWK-uhhEnBHttYtA2sGk7TXEqSsAnIf9r64PU9CzaM3rdawV-eXRgHgBXGU7z_y2ype6Bm7d_pDcSQHdpUt7q2-5FvkpO7PrjV6L9IDmLWqYepMejioRCcRxSEVUJGeFq623JolD9cItVVd1bFcqizmE1_CLdLEvrschO3dQiZCHDexvcsBnNQqDjoS8GDH4Vg0FjgiMhm_0V2moNFyI0kZcZEgrv4.BA2kJxTS4EB4rr7evoPTRRepg1VGM0MuBVCZkgfM5qI&dib_tag=se&keywords=football&qid=1725867799&sr=8-247
